File Name,Assert Count,Assert Location,Debug Count,Debug Location
lib\Target\AMDGPU\R600EmitClauseMarkers.cpp,2,"[139, 329]",0,[0]
lib\Target\AMDGPU\R600ExpandSpecialInstrs.cpp,2,"[99, 168]",0,[0]
lib\Target\AMDGPU\SIInstrInfo.td,2,"[775, 776]",0,[0]
lib\Target\AMDGPU\SIMachineScheduler.h,2,"[185, 378]",0,[0]
lib\Target\AMDGPU\SIPreAllocateWWMRegs.cpp,2,"[110, 153]",4,"[164, 195, 201, 208]"
lib\Target\ARC\ARCBranchFinalize.cpp,2,"[100, 107]",9,"[114, 117, 130, 131, 132, 136, 143, 158, 174]"
lib\Target\ARC\ARCMachineFunctionInfo.h,2,"[47, 53]",0,[0]
lib\Target\ARC\ARCMCInstLower.cpp,2,"[62, 69]",0,[0]
lib\Target\ARM\A15SDOptimizer.cpp,2,"[161, 541]",9,"[182, 234, 266, 274, 275, 389, 511, 644, 670]"
lib\Target\ARM\ARMBasicBlockInfo.cpp,2,"[85, 118]",3,"[48, 100, 122]"
lib\Target\ARM\MCTargetDesc\ARMMCTargetDesc.cpp,2,"[83, 100]",0,[0]
lib\Target\ARM\MCTargetDesc\ARMWinCOFFObjectWriter.cpp,2,"[31, 50]",0,[0]
lib\Target\AVR\AVRISelDAGToDAG.cpp,2,"[205, 367]",1,[519]
lib\Target\AVR\MCTargetDesc\AVRInstPrinter.cpp,2,"[118, 140]",0,[0]
lib\Target\BPF\BTFDebug.cpp,2,"[81, 915]",1,[1028]
lib\Target\BPF\MCTargetDesc\BPFAsmBackend.cpp,2,"[77, 95]",0,[0]
lib\Target\Hexagon\HexagonBranchRelaxation.cpp,2,"[180, 216]",3,"[92, 201, 208]"
lib\Target\Hexagon\HexagonPatterns.td,2,"[182, 188]",0,[0]
lib\Target\Hexagon\HexagonVExtract.cpp,2,"[141, 143]",3,"[69, 133, 146]"
lib\Target\Hexagon\MCTargetDesc\HexagonMCChecker.cpp,2,"[417, 499]",0,[0]
lib\Target\Hexagon\MCTargetDesc\HexagonMCExpr.cpp,2,"[85, 91]",0,[0]
lib\Target\Hexagon\MCTargetDesc\HexagonMCShuffler.cpp,2,"[41, 63]",6,"[39, 100, 121, 124, 146, 149]"
lib\Target\Lanai\LanaiAluCode.h,2,"[63, 68]",0,[0]
lib\Target\Lanai\MCTargetDesc\LanaiInstPrinter.cpp,2,"[150, 230]",0,[0]
lib\Target\Mips\MipsAsmPrinter.cpp,2,"[623, 1074]",0,[0]
lib\Target\Mips\MipsBranchExpansion.cpp,2,"[358, 712]",2,"[402, 762]"
lib\Target\Mips\MipsCCState.cpp,2,"[33, 163]",0,[0]
lib\Target\Mips\MipsLegalizerInfo.cpp,2,"[294, 309]",0,[0]
lib\Target\Mips\Disassembler\MipsDisassembler.cpp,2,"[610, 2403]",14,"[1229, 1241, 1256, 1267, 1277, 1306, 1314, 1323, 1332, 1340, 1349, 1357, 1365, 1373]"
lib\Target\Mips\MCTargetDesc\MipsAsmBackend.cpp,2,"[235, 508]",0,[0]
lib\Target\Mips\MCTargetDesc\MipsELFObjectWriter.cpp,2,"[488, 522]",6,"[118, 121, 126, 474, 485, 520]"
lib\Target\Mips\MCTargetDesc\MipsNaClELFStreamer.cpp,2,"[62, 92]",0,[0]
lib\Target\MSP430\MSP430BranchSelector.cpp,2,"[72, 185]",4,"[141, 148, 180, 232]"
lib\Target\MSP430\MSP430InstrInfo.h,2,"[73, 74]",0,[0]
lib\Target\NVPTX\NVPTXPrologEpilogPass.cpp,2,"[68, 146]",4,"[118, 122, 186, 192]"
lib\Target\NVPTX\NVPTXProxyRegErasure.cpp,2,"[99, 100]",0,[0]
lib\Target\NVPTX\MCTargetDesc\NVPTXInstPrinter.cpp,2,"[92, 305]",0,[0]
lib\Target\PowerPC\PPCBoolRetToInt.cpp,2,"[111, 254]",0,[0]
lib\Target\PowerPC\PPCHazardRecognizers.cpp,2,"[326, 424]",3,"[181, 182, 268]"
lib\Target\PowerPC\PPCVSXCopy.cpp,2,"[100, 121]",2,"[106, 128]"
lib\Target\PowerPC\PPCVSXSwapRemoval.cpp,2,"[565, 618]",61,"[527, 528, 587, 593, 594, 624, 627, 628, 639, 657, 661, 662, 663, 684, 686, 687, 688, 689, 690, 708, 710, 711, 712, 713, 714, 725, 728, 730, 731, 732, 733, 739, 740, 750, 765, 766, 780, 781, 802, 826, 827, 850, 851, 864, 865, 883, 884, 894, 895, 902, 903, 916, 919, 922, 924, 927, 931, 942, 951, 955, 957]"
lib\Target\RISCV\RISCVTargetTransformInfo.cpp,2,"[19, 34]",0,[0]
lib\Target\SystemZ\SystemZLongBranch.cpp,2,"[298, 447]",2,"[357, 376]"
lib\Target\SystemZ\SystemZSelectionDAGInfo.cpp,2,"[124, 185]",0,[0]
lib\Target\SystemZ\MCTargetDesc\SystemZMCAsmBackend.cpp,2,"[91, 107]",0,[0]
lib\Target\WebAssembly\WebAssemblyLateEHPrepare.cpp,2,"[272, 342]",6,"[103, 136, 158, 173, 307, 388]"
lib\Target\WebAssembly\WebAssemblyLowerBrUnless.cpp,2,"[76, 201]",3,"[57, 192, 202]"
lib\Target\WebAssembly\MCTargetDesc\WebAssemblyMCCodeEmitter.cpp,2,"[68, 136]",1,[92]
lib\Target\X86\X86AsmPrinter.cpp,2,"[310, 330]",0,[0]
lib\Target\X86\X86CondBrFolding.cpp,2,"[152, 156]",9,"[163, 380, 382, 389, 402, 409, 411, 415, 417]"
lib\Target\X86\X86FixupLEAs.cpp,2,"[635, 636]",35,"[135, 209, 233, 395, 400, 416, 419, 426, 430, 469, 471, 502, 503, 510, 511, 518, 521, 567, 568, 583, 589, 598, 605, 617, 619, 622, 625, 645, 646, 649, 652, 658, 665, 668, 671]"
lib\Target\X86\X86IndirectBranchTracking.cpp,2,"[73, 74]",0,[0]
lib\Target\X86\X86InstrFMA3Info.cpp,2,"[119, 164]",0,[0]
lib\Target\X86\X86InstrInfo.h,2,"[156, 165]",0,[0]
lib\Target\X86\X86IntrinsicsInfo.h,2,"[1159, 1164]",0,[0]
lib\Target\X86\X86LegalizerInfo.cpp,2,"[48, 49]",0,[0]
lib\Target\X86\X86PadShortFunction.cpp,2,"[124, 130]",1,[204]
lib\Target\X86\X86RetpolineThunks.cpp,2,"[138, 196]",1,[93]
lib\Target\X86\X86VZeroUpper.cpp,2,"[169, 309]",3,"[180, 266, 341]"
lib\Target\X86\Disassembler\X86Disassembler.cpp,2,"[339, 364]",0,[0]
lib\Target\X86\MCTargetDesc\X86WinCOFFTargetStreamer.cpp,2,"[321, 396]",0,[0]
lib\Target\XCore\XCoreTargetObjectFile.cpp,2,"[139, 150]",0,[0]
lib\Testing\Support\SupportHelpers.cpp,2,"[41, 45]",0,[0]
lib\Transforms\InstCombine\InstCombineMulDivRem.cpp,2,"[657, 765]",0,[0]
lib\Transforms\Instrumentation\IndirectCallPromotion.cpp,2,"[236, 341]",11,"[225, 230, 238, 242, 250, 258, 268, 390, 413, 414, 418]"
lib\Transforms\Instrumentation\Instrumentation.cpp,2,"[43, 79]",0,[0]
lib\Transforms\IPO\ConstantMerge.cpp,2,"[109, 129]",3,"[118, 192, 227]"
lib\Transforms\IPO\CrossDSOCFI.cpp,2,"[95, 124]",0,[0]
lib\Transforms\IPO\StripSymbols.cpp,2,"[141, 261]",0,[0]
lib\Transforms\ObjCARC\ObjCARCContract.cpp,2,"[326, 663]",11,"[138, 149, 188, 200, 406, 426, 433, 491, 513, 565, 601]"
lib\Transforms\ObjCARC\PtrState.cpp,2,"[261, 396]",12,"[128, 133, 138, 144, 187, 238, 290, 294, 300, 308, 390, 423]"
lib\Transforms\Scalar\CorrelatedValuePropagation.cpp,2,"[586, 613]",6,"[252, 517, 659, 681, 704, 726]"
lib\Transforms\Scalar\LoopDeletion.cpp,2,"[99, 116]",11,"[144, 152, 160, 181, 187, 196, 201, 212, 213, 258, 259]"
lib\Transforms\Scalar\LoopInstSimplify.cpp,2,"[130, 142]",0,[0]
lib\Transforms\Scalar\LoopSink.cpp,2,"[225, 300]",2,"[238, 242]"
lib\Transforms\Scalar\Sink.cpp,2,"[96, 97]",2,"[189, 244]"
lib\Transforms\Scalar\TailRecursionElimination.cpp,2,"[424, 694]",4,"[313, 576, 677, 714]"
lib\Transforms\Utils\BypassSlowDivision.cpp,2,"[236, 329]",0,[0]
lib\Transforms\Utils\CallPromotionUtils.cpp,2,"[321, 367]",0,[0]
lib\Transforms\Utils\DemoteRegToStack.cpp,2,"[51, 133]",0,[0]
lib\Transforms\Utils\SizeOpts.cpp,2,"[25, 33]",0,[0]
lib\Transforms\Vectorize\VPlanPredicator.cpp,2,"[122, 169]",1,[221]
lib\Transforms\Vectorize\VPlanValue.h,2,"[68, 163]",0,[0]
tools\bugpoint\BugDriver.cpp,2,"[133, 134]",0,[0]
tools\bugpoint\ExecutionDriver.cpp,2,"[301, 389]",0,[0]
tools\lli\lli.cpp,2,"[829, 839]",1,[679]
tools\lli\RemoteJITUtils.h,2,"[32, 50]",0,[0]
tools\llvm-cfi-verify\lib\GraphBuilder.cpp,2,"[116, 232]",0,[0]
tools\llvm-cov\CoverageExporterJson.cpp,2,"[212, 213]",0,[0]
tools\llvm-diff\DiffConsumer.cpp,2,"[41, 172]",0,[0]
tools\llvm-dwarfdump\Statistics.cpp,2,"[270, 323]",9,"[251, 455, 462, 466, 471, 477, 530, 550, 605]"
tools\llvm-exegesis\lib\Assembler.cpp,2,"[292, 314]",0,[0]
tools\llvm-exegesis\lib\Clustering.h,2,"[62, 97]",0,[0]
tools\llvm-exegesis\lib\PerfHelper.cpp,2,"[92, 104]",0,[0]
tools\llvm-mca\llvm-mca.cpp,2,"[354, 357]",0,[0]
tools\llvm-mca\Views\SchedulerStatistics.cpp,2,"[64, 68]",0,[0]
tools\llvm-objcopy\MachO\MachOReader.cpp,2,"[108, 177]",0,[0]
tools\llvm-pdbutil\llvm-pdbutil.cpp,2,"[908, 921]",0,[0]
tools\llvm-pdbutil\PrettyClassLayoutGraphicalDumper.cpp,2,"[109, 171]",0,[0]
tools\llvm-rc\ResourceScriptStmt.h,2,"[154, 159]",0,[0]
tools\llvm-readobj\COFFDumper.cpp,2,"[298, 323]",0,[0]
tools\llvm-readobj\llvm-readobj.cpp,2,"[375, 384]",0,[0]
tools\llvm-rtdyld\llvm-rtdyld.cpp,2,"[359, 825]",0,[0]
tools\llvm-xray\xray-color-helper.cpp,2,"[182, 183]",0,[0]
tools\lto\lto.cpp,2,"[515, 526]",0,[0]
tools\obj2yaml\elf2yaml.cpp,2,"[94, 900]",0,[0]
tools\opt\Debugify.cpp,2,"[158, 224]",2,"[137, 246]"
tools\opt\opt.cpp,2,"[868, 907]",0,[0]
tools\opt-viewer\optrecord.py,2,"[157, 183]",0,[0]
utils\demangle_tree.py,2,"[115, 181]",0,[0]
utils\extract_symbols.py,2,"[248, 282]",0,[0]
utils\lldbDataFormatters.py,2,"[68, 98]",0,[0]
utils\gn\build\fuzzer.gni,2,"[29, 30]",0,[0]
utils\gn\secondary\compiler-rt\target.gni,2,"[13, 30]",0,[0]
utils\gn\secondary\llvm\include\llvm\Config\BUILD.gn,2,"[364, 365]",0,[0]
utils\llvm-build\llvmbuild\main.py,2,"[244, 433]",0,[0]
utils\TableGen\CodeEmitterGen.cpp,2,"[109, 595]",0,[0]
utils\TableGen\CodeGenInstruction.h,2,"[56, 196]",0,[0]
utils\TableGen\DAGISelMatcher.cpp,2,"[55, 109]",0,[0]
utils\TableGen\DFAEmitter.cpp,2,"[271, 329]",4,"[264, 276, 278, 303]"
utils\TableGen\InstrInfoEmitter.cpp,2,"[169, 182]",0,[0]
utils\TableGen\Types.cpp,2,"[25, 42]",0,[0]
examples\HowToUseJIT\HowToUseJIT.cpp,1,[88],0,[0]
examples\HowToUseLLJIT\HowToUseLLJIT.cpp,1,[45],0,[0]
examples\Kaleidoscope\BuildingAJIT\Chapter4\KaleidoscopeJIT.h,1,[161],0,[0]
examples\Kaleidoscope\BuildingAJIT\Chapter5\KaleidoscopeJIT.h,1,[174],0,[0]
examples\Kaleidoscope\Chapter4\toy.cpp,1,[611],0,[0]
examples\Kaleidoscope\Chapter5\toy.cpp,1,[885],0,[0]
include\llvm\ADT\AllocatorList.h,1,[231],0,[0]
include\llvm\ADT\FoldingSet.h,1,[460],0,[0]
include\llvm\ADT\Hashing.h,1,[410],0,[0]
include\llvm\ADT\ilist_base.h,1,[58],0,[0]
include\llvm\ADT\ilist_iterator.h,1,[139],0,[0]
include\llvm\ADT\ImmutableList.h,1,[133],0,[0]
include\llvm\ADT\IntEqClasses.h,1,[76],0,[0]
include\llvm\ADT\MapVector.h,1,[182],0,[0]
include\llvm\ADT\PointerEmbeddedInt.h,1,[64],0,[0]
include\llvm\ADT\simple_ilist.h,1,[197],0,[0]
include\llvm\ADT\StringSet.h,1,[39],0,[0]
include\llvm\ADT\StringSwitch.h,1,[189],0,[0]
include\llvm\ADT\UniqueVector.h,1,[70],0,[0]
include\llvm\Analysis\BranchProbabilityInfo.h,1,[155],0,[0]
include\llvm\Analysis\LazyBlockFrequencyInfo.h,1,[51],0,[0]
include\llvm\Analysis\LazyBranchProbabilityInfo.h,1,[65],0,[0]
include\llvm\Analysis\LazyValueInfo.h,1,[151],0,[0]
include\llvm\Analysis\LoopCacheAnalysis.h,1,[56],0,[0]
include\llvm\Analysis\LoopPass.h,1,[118],0,[0]
include\llvm\Analysis\MemoryLocation.h,1,[127],0,[0]
include\llvm\Analysis\OptimizationRemarkEmitter.h,1,[147],0,[0]
include\llvm\Analysis\PtrUseVisitor.h,1,[224],0,[0]
include\llvm\Analysis\RegionPass.h,1,[118],0,[0]
include\llvm\Analysis\Trace.h,1,[75],0,[0]
include\llvm\Analysis\ValueTracking.h,1,[281],0,[0]
include\llvm\CodeGen\CallingConvLower.h,1,[474],0,[0]
include\llvm\CodeGen\ExecutionDomainFix.h,1,[77],0,[0]
include\llvm\CodeGen\ISDOpcodes.h,1,[56],0,[0]
include\llvm\CodeGen\LiveRangeEdit.h,1,[151],0,[0]
include\llvm\CodeGen\LiveRegUnits.h,1,[66],0,[0]
include\llvm\CodeGen\MachineDominators.h,1,[242],0,[0]
include\llvm\CodeGen\MachineInstrBundle.h,1,[138],0,[0]
include\llvm\CodeGen\MachineOptimizationRemarkEmitter.h,1,[219],0,[0]
include\llvm\CodeGen\MachineOutliner.h,1,[139],0,[0]
include\llvm\CodeGen\MachinePassRegistry.h,1,[99],0,[0]
include\llvm\CodeGen\MachinePipeliner.h,1,[564],0,[0]
include\llvm\CodeGen\MachineScheduler.h,1,[871],0,[0]
include\llvm\CodeGen\RegisterClassInfo.h,1,[113],0,[0]
include\llvm\CodeGen\ScheduleDAGInstrs.h,1,[389],0,[0]
include\llvm\CodeGen\ScheduleDFS.h,1,[172],0,[0]
include\llvm\CodeGen\ScoreboardHazardRecognizer.h,1,[61],0,[0]
include\llvm\CodeGen\StackMaps.h,1,[86],0,[0]
include\llvm\CodeGen\GlobalISel\CombinerInfo.h,1,[35],0,[0]
include\llvm\CodeGen\PBQP\Solution.h,1,[47],0,[0]
include\llvm\DebugInfo\CodeView\CodeViewRecordIO.h,1,[250],0,[0]
include\llvm\DebugInfo\CodeView\GlobalTypeTableBuilder.h,1,[88],0,[0]
include\llvm\DebugInfo\CodeView\TypeHashing.h,1,[82],0,[0]
include\llvm\DebugInfo\CodeView\TypeRecord.h,1,[586],0,[0]
include\llvm\DebugInfo\DWARF\DWARFAcceleratorTable.h,1,[536],0,[0]
include\llvm\DebugInfo\DWARF\DWARFAddressRange.h,1,[38],0,[0]
include\llvm\DebugInfo\DWARF\DWARFDebugRangeList.h,1,[53],0,[0]
include\llvm\DebugInfo\DWARF\DWARFExpression.h,1,[132],0,[0]
include\llvm\DebugInfo\DWARF\DWARFListTable.h,1,[210],0,[0]
include\llvm\DebugInfo\GSYM\Range.h,1,[90],0,[0]
include\llvm\ExecutionEngine\RuntimeDyld.h,1,[246],0,[0]
include\llvm\ExecutionEngine\JITLink\JITLinkMemoryManager.h,1,[40],0,[0]
include\llvm\ExecutionEngine\Orc\OrcRemoteTargetRPCAPI.h,1,[156],0,[0]
include\llvm\ExecutionEngine\Orc\Speculation.h,1,[186],0,[0]
include\llvm\ExecutionEngine\Orc\SymbolStringPool.h,1,[146],0,[0]
include\llvm\FuzzMutate\Random.h,1,[45],0,[0]
include\llvm\IR\Argument.h,1,[48],0,[0]
include\llvm\IR\Attributes.h,1,[758],0,[0]
include\llvm\IR\GetElementPtrTypeIterator.h,1,[120],0,[0]
include\llvm\IR\GlobalObject.h,1,[94],0,[0]
include\llvm\IR\Instruction.h,1,[765],1,[331]
include\llvm\IR\InstVisitor.h,1,[287],0,[0]
include\llvm\IR\ValueMap.h,1,[272],0,[0]
include\llvm\MC\MCAssembler.h,1,[328],0,[0]
include\llvm\MC\MCContext.h,1,[564],0,[0]
include\llvm\MC\MCLinkerOptimizationHint.h,1,[119],0,[0]
include\llvm\MC\MCRegister.h,1,[53],0,[0]
include\llvm\MC\MCSection.h,1,[115],0,[0]
include\llvm\MC\MCSectionCOFF.h,1,[60],0,[0]
include\llvm\MC\MCSectionXCOFF.h,1,[47],0,[0]
include\llvm\MC\MCStreamer.h,1,[417],0,[0]
include\llvm\MC\MCSubtargetInfo.h,1,[171],0,[0]
include\llvm\MCA\SourceMgr.h,1,[45],0,[0]
include\llvm\Object\Archive.h,1,[105],0,[0]
include\llvm\Object\XCOFFObjectFile.h,1,[285],0,[0]
include\llvm\Option\OptTable.h,1,[78],0,[0]
include\llvm\ProfileData\SampleProfReader.h,1,[249],0,[0]
include\llvm\Support\BinaryStreamReader.h,1,[201],0,[0]
include\llvm\Support\CBindingWrapping.h,1,[42],0,[0]
include\llvm\Support\CFGUpdate.h,1,[87],0,[0]
include\llvm\Support\DebugCounter.h,1,[109],0,[0]
include\llvm\Support\Mutex.h,1,[54],0,[0]
include\llvm\Support\Options.h,1,[112],0,[0]
include\llvm\Support\PointerLikeTypeTraits.h,1,[126],0,[0]
include\llvm\Support\raw_ostream.h,1,[372],0,[0]
include\llvm\Support\Recycler.h,1,[61],0,[0]
include\llvm\Support\RecyclingAllocator.h,1,[65],0,[0]
include\llvm\Support\SMLoc.h,1,[55],0,[0]
include\llvm\Support\TaskQueue.h,1,[74],0,[0]
include\llvm\Support\TrailingObjects.h,1,[377],0,[0]
include\llvm\Support\UnicodeCharRanges.h,1,[58],8,"[76, 77, 78, 79, 83, 84, 85, 86]"
include\llvm\Transforms\Instrumentation.h,1,[200],0,[0]
include\llvm\Transforms\Utils\BasicBlockUtils.h,1,[207],0,[0]
include\llvm\Transforms\Utils\Evaluator.h,1,[68],0,[0]
lib\Analysis\AliasAnalysis.cpp,1,[714],0,[0]
lib\Analysis\IndirectCallPromotionAnalysis.cpp,1,[80],3,"[73, 81, 85]"
lib\Analysis\LegacyDivergenceAnalysis.cpp,1,[242],1,[347]
lib\Analysis\MemDepPrinter.cpp,1,[118],0,[0]
lib\Analysis\OrderedInstructions.cpp,1,[18],0,[0]
lib\Analysis\RegionPass.cpp,1,[253],2,"[161, 294]"
lib\Analysis\ScalarEvolutionNormalization.cpp,1,[68],0,[0]
lib\Analysis\TargetLibraryInfo.cpp,1,[71],0,[0]
lib\BinaryFormat\Dwarf.cpp,1,[491],0,[0]
lib\BinaryFormat\MsgPackDocument.cpp,1,[42],0,[0]
lib\BinaryFormat\MsgPackDocumentYAML.cpp,1,[100],0,[0]
lib\Bitcode\Reader\BitcodeAnalyzer.cpp,1,[937],0,[0]
lib\CodeGen\AllocationOrder.cpp,1,[51],1,[41]
lib\CodeGen\AntiDepBreaker.h,1,[60],0,[0]
lib\CodeGen\BreakFalseDeps.cpp,1,[178],4,"[167, 170, 173, 273]"
lib\CodeGen\CallingConvLower.cpp,1,[225],0,[0]
lib\CodeGen\IndirectBrExpandPass.cpp,1,[130],0,[0]
lib\CodeGen\InterferenceCache.cpp,1,[108],0,[0]
lib\CodeGen\InterferenceCache.h,1,[104],0,[0]
lib\CodeGen\InterleavedAccessPass.cpp,1,[386],3,"[340, 432, 449]"
lib\CodeGen\LiveRangeUtils.h,1,[34],0,[0]
lib\CodeGen\LiveRegMatrix.cpp,1,[106],6,"[104, 111, 117, 122, 128, 134]"
lib\CodeGen\LiveStacks.cpp,1,[58],0,[0]
lib\CodeGen\LoopTraversal.cpp,1,[48],0,[0]
lib\CodeGen\LowerEmuTLS.cpp,1,[142],0,[0]
lib\CodeGen\LowLevelType.cpp,1,[33],0,[0]
lib\CodeGen\MachineDominators.cpp,1,[117],0,[0]
lib\CodeGen\MachinePostDominators.cpp,1,[52],0,[0]
lib\CodeGen\OptimizePHIs.cpp,1,[145],0,[0]
lib\CodeGen\ParallelCG.cpp,1,[42],0,[0]
lib\CodeGen\PreISelIntrinsicLowering.cpp,1,[80],0,[0]
lib\CodeGen\RegAllocBasic.cpp,1,[287],4,"[221, 294, 306, 324]"
lib\CodeGen\RegUsageInfoPropagate.cpp,1,[65],8,"[105, 107, 119, 122, 136, 139, 142, 148]"
lib\CodeGen\SafeStackColoring.h,1,[132],0,[0]
lib\CodeGen\ShadowStackGCLowering.cpp,1,[232],0,[0]
lib\CodeGen\SjLjEHPrepare.cpp,1,[233],1,[311]
lib\CodeGen\StackProtector.cpp,1,[432],0,[0]
lib\CodeGen\TargetFrameLoweringImpl.cpp,1,[34],0,[0]
lib\CodeGen\UnreachableBlockElim.cpp,1,[179],1,[195]
lib\CodeGen\AsmPrinter\ARMException.cpp,1,[43],0,[0]
lib\CodeGen\AsmPrinter\DebugLocStream.cpp,1,[36],0,[0]
lib\CodeGen\AsmPrinter\DwarfStringPool.cpp,1,[98],0,[0]
lib\CodeGen\AsmPrinter\WasmException.cpp,1,[55],0,[0]
lib\CodeGen\GlobalISel\InstructionSelect.cpp,1,[78],5,"[72, 125, 130, 143, 244]"
lib\CodeGen\SelectionDAG\ScheduleDAGSDNodes.h,1,[151],0,[0]
lib\CodeGen\SelectionDAG\SDNodeDbgValue.h,1,[80],2,"[117, 157]"
lib\DebugInfo\CodeView\AppendingTypeTableBuilder.cpp,1,[91],0,[0]
lib\DebugInfo\CodeView\DebugSubsectionRecord.cpp,1,[72],0,[0]
lib\DebugInfo\CodeView\RecordName.cpp,1,[80],0,[0]
lib\DebugInfo\CodeView\SymbolRecordMapping.cpp,1,[488],0,[0]
lib\DebugInfo\CodeView\TypeIndex.cpp,1,[71],0,[0]
lib\DebugInfo\CodeView\TypeIndexDiscovery.cpp,1,[44],0,[0]
lib\DebugInfo\CodeView\TypeRecordHelpers.cpp,1,[48],0,[0]
lib\DebugInfo\DWARF\DWARFDebugArangeSet.cpp,1,[82],0,[0]
lib\DebugInfo\DWARF\DWARFDebugLoc.cpp,1,[236],0,[0]
lib\DebugInfo\DWARF\DWARFGdbIndex.cpp,1,[79],0,[0]
lib\DebugInfo\DWARF\DWARFListTable.cpp,1,[42],0,[0]
lib\DebugInfo\GSYM\Range.cpp,1,[71],0,[0]
lib\DebugInfo\PDB\PDBContext.cpp,1,[54],0,[0]
lib\DebugInfo\PDB\UDTLayout.cpp,1,[216],0,[0]
lib\DebugInfo\PDB\DIA\DIAInjectedSource.cpp,1,[59],0,[0]
lib\DebugInfo\PDB\Native\GlobalsStream.cpp,1,[72],0,[0]
lib\DebugInfo\PDB\Native\InfoStreamBuilder.cpp,1,[80],0,[0]
lib\DebugInfo\PDB\Native\InjectedSourceStream.cpp,1,[63],0,[0]
lib\DebugInfo\PDB\Native\ModuleDebugStream.cpp,1,[117],0,[0]
lib\DebugInfo\PDB\Native\NamedStreamMap.cpp,1,[92],0,[0]
lib\DebugInfo\PDB\Native\NativeTypeEnum.cpp,1,[72],0,[0]
lib\DebugInfo\PDB\Native\TpiHashing.cpp,1,[99],0,[0]
lib\DebugInfo\PDB\Native\TpiStream.cpp,1,[222],0,[0]
lib\DebugInfo\Symbolize\SymbolizableObjectFile.cpp,1,[48],0,[0]
lib\ExecutionEngine\TargetSelect.cpp,1,[101],0,[0]
lib\ExecutionEngine\Interpreter\Interpreter.cpp,1,[82],0,[0]
lib\ExecutionEngine\JITLink\EHFrameSupport.cpp,1,[269],9,"[31, 69, 159, 279, 281, 302, 319, 355, 451]"
lib\ExecutionEngine\JITLink\JITLinkGeneric.h,1,[37],8,"[150, 160, 169, 174, 182, 192, 201, 222]"
lib\ExecutionEngine\Orc\IRCompileLayer.cpp,1,[25],0,[0]
lib\ExecutionEngine\Orc\IRTransformLayer.cpp,1,[22],0,[0]
lib\ExecutionEngine\Orc\NullResolver.cpp,1,[23],0,[0]
lib\ExecutionEngine\Orc\ObjectTransformLayer.cpp,1,[22],0,[0]
lib\ExecutionEngine\Orc\OrcMCJITReplacement.h,1,[264],0,[0]
lib\ExecutionEngine\Orc\RTDyldObjectLinkingLayer.cpp,1,[82],0,[0]
lib\ExecutionEngine\Orc\ThreadSafeModule.cpp,1,[21],0,[0]
lib\ExecutionEngine\RuntimeDyld\Targets\RuntimeDyldELFMips.cpp,1,[162],3,"[57, 112, 310]"
lib\FuzzMutate\IRMutator.cpp,1,[173],0,[0]
lib\FuzzMutate\Operations.cpp,1,[183],0,[0]
lib\IR\AttributeImpl.h,1,[137],0,[0]
lib\IR\DebugInfo.cpp,1,[282],5,"[113, 329, 648, 649, 1434]"
lib\IR\DiagnosticInfo.cpp,1,[249],5,"[170, 244, 279, 300, 377]"
lib\IR\IntrinsicInst.cpp,1,[61],0,[0]
lib\IR\LLVMContextImpl.h,1,[224],0,[0]
lib\IR\Mangler.cpp,1,[37],0,[0]
lib\IR\Operator.cpp,1,[36],0,[0]
lib\IR\Pass.cpp,1,[121],2,"[172, 213]"
lib\IR\SymbolTableListTraitsImpl.h,1,[64],0,[0]
lib\MC\MCAsmBackend.cpp,1,[104],0,[0]
lib\MC\MCInst.cpp,1,[48],0,[0]
lib\MC\MCWasmStreamer.cpp,1,[81],0,[0]
lib\MC\MCDisassembler\Disassembler.cpp,1,[284],0,[0]
lib\MC\MCDisassembler\MCExternalSymbolizer.cpp,1,[194],0,[0]
lib\MC\MCParser\AsmLexer.cpp,1,[97],0,[0]
lib\MC\MCParser\MCAsmParser.cpp,1,[28],0,[0]
lib\MCA\Pipeline.cpp,1,[76],2,"[86, 92]"
lib\MCA\Support.cpp,1,[43],2,"[71, 75]"
lib\MCA\HardwareUnits\Scheduler.cpp,1,[322],6,"[140, 177, 226, 309, 315, 333]"
lib\Object\IRSymtab.cpp,1,[310],0,[0]
lib\Object\RelocationResolver.cpp,1,[568],0,[0]
lib\Object\WindowsResource.cpp,1,[723],0,[0]
lib\ObjectYAML\DWARFEmitter.cpp,1,[55],0,[0]
lib\ObjectYAML\WasmEmitter.cpp,1,[184],0,[0]
lib\ProfileData\SampleProf.cpp,1,[178],0,[0]
lib\Support\APSInt.cpp,1,[21],0,[0]
lib\Support\BinaryStreamWriter.cpp,1,[84],0,[0]
lib\Support\BlockFrequency.cpp,1,[74],0,[0]
lib\Support\Error.cpp,1,[140],0,[0]
lib\Support\ItaniumManglingCanonicalizer.cpp,1,[167],0,[0]
lib\Support\LowLevelType.cpp,1,[26],0,[0]
lib\Support\Memory.cpp,1,[36],0,[0]
lib\Support\Options.cpp,1,[25],0,[0]
lib\Support\PluginLoader.cpp,1,[43],0,[0]
lib\Support\PrettyStackTrace.cpp,1,[210],0,[0]
lib\Support\Process.cpp,1,[38],0,[0]
lib\Support\regerror.c,1,[101],0,[0]
lib\Support\Regex.cpp,1,[123],0,[0]
lib\Support\regexec.c,1,[153],0,[0]
lib\Support\StringPool.cpp,1,[21],0,[0]
lib\Support\StringRef.cpp,1,[515],0,[0]
lib\Support\TargetRegistry.cpp,1,[93],0,[0]
